dataset,condition,split,num_rows,num_image_clusters,risk,risk_label,method,method_label,aurc,oracle_aurc,random_aurc,excess_aurc,normalized_aurc,numerical_reference,absolute_error_mean,absolute_error_median,absolute_error_p95,absolute_error_max,spearman_rho,kendall_tau_b,exact_match_fraction
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_dice_m8,Dice-M8,0.078645344994,0.0294139392388,0.0930131124989,0.0492314057552,0.774088769264,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_dice_m32,Dice-M32,0.0730623922317,0.0294139392388,0.0930131124989,0.0436484529929,0.686305352027,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_nhd_m2,nHD-M2,0.0788246138764,0.0294139392388,0.0930131124989,0.0494106746376,0.776907499025,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_nhd_m8,nHD-M8,0.0544900547394,0.0294139392388,0.0930131124989,0.0250761155006,0.394283670922,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_nhd_m32,nHD-M32,0.0487924785533,0.0294139392388,0.0930131124989,0.0193785393146,0.304697975165,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_nhd95_m2,nHD95-M2,0.0822917795139,0.0294139392388,0.0930131124989,0.0528778402752,0.83142339066,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_nhd95_m8,nHD95-M8,0.0574737513736,0.0294139392388,0.0930131124989,0.0280598121349,0.441197749852,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd,Normalized penalized Hausdorff risk,confidence_nhd95_m32,nHD95-M32,0.0515570011581,0.0294139392388,0.0930131124989,0.0221430619193,0.34816587676,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_sdc,SDC,0.0421839088404,0.0127149334903,0.0623331265614,0.0294689753501,0.593914722124,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_mean_max_probability,Mean max probability,0.077682707847,0.0127149334903,0.0623331265614,0.0649677743568,1.30935389492,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_negative_entropy,Negative entropy,0.0704682886183,0.0127149334903,0.0623331265614,0.0577533551281,1.16395522596,,,,,,,,
duts,segformer-target,test,5019,5019,risk_nhd95,Normalized penalized HD95 risk,confidence_dice_exact,Dice-Exact,0.0431849626622,0.0127149334903,0.0623331265614,0.0304700291719,0.614089858698,,,,,,,,
